"user_id","payment_month","total_revenue","previous_paid_month","next_paid_month","next_calendar_month","previous_calendar_month","previous_paid_month_revenue","new_mrr","new_paid_users","churn_revenue","churn_users","churn_month","expansion_revenue","contraction_revenue","user_id","game_name","language","has_older_device_model","age"
b6lW5fOrJiJUE7dwhEp9VQ==,2022-11-01 00:00:00.000 +0200,102.18,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,46.20,,,,,,55.98,,b6lW5fOrJiJUE7dwhEp9VQ==,FitnessPro,uk,true,34
b6lW5fOrJiJUE7dwhEp9VQ==,2022-12-01 00:00:00.000 +0200,42.21,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,102.18,,,42.21,1,2023-01-01,,-59.97,b6lW5fOrJiJUE7dwhEp9VQ==,FitnessPro,uk,true,34
B7ziVc7jLVg/+snNIp3hLQ==,2022-07-01 00:00:00.000 +0300,13.71,,,2022-08-01,2022-06-01,,13.71,1,13.71,1,2022-08-01,,,,,,,
b85g/xLxpBpMH/joxym4fA==,2022-11-01 00:00:00.000 +0200,26.94,,,2022-12-01,2022-10-01,,26.94,1,26.94,1,2022-12-01,,,,,,,
B8zuTsAC2iJ98u2nlv/fUw==,2022-05-01 00:00:00.000 +0300,39.96,,2022-10-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,39.96,1,39.96,1,2022-06-01,,,,,,,
B8zuTsAC2iJ98u2nlv/fUw==,2022-10-01 00:00:00.000 +0300,56.28,2022-05-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,39.96,,,56.28,1,2022-11-01,,,,,,,
BbnuW+2kIgxo7dxg5BBIeQ==,2022-10-01 00:00:00.000 +0300,37.08,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,37.08,1,,,,,,,,,,
BbnuW+2kIgxo7dxg5BBIeQ==,2022-11-01 00:00:00.000 +0200,53.07,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,37.08,,,,,,15.99,,,,,,
BbnuW+2kIgxo7dxg5BBIeQ==,2022-12-01 00:00:00.000 +0200,121.41,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,53.07,,,121.41,1,2023-01-01,68.34,,,,,,
bBOj8UKjraXzMIPrGBdCrQ==,2022-08-01 00:00:00.000 +0300,27.60,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,27.60,1,,,,,,,,,,
bBOj8UKjraXzMIPrGBdCrQ==,2022-09-01 00:00:00.000 +0300,29.07,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,27.60,,,,,,1.47,,,,,,
bBOj8UKjraXzMIPrGBdCrQ==,2022-10-01 00:00:00.000 +0300,12.21,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,29.07,,,,,,,-16.86,,,,,
bBOj8UKjraXzMIPrGBdCrQ==,2022-11-01 00:00:00.000 +0200,15.69,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,12.21,,,,,,3.48,,,,,,
bBOj8UKjraXzMIPrGBdCrQ==,2022-12-01 00:00:00.000 +0200,39.48,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,15.69,,,39.48,1,2023-01-01,23.79,,,,,,
Bcs3CbYx2EpbL9otxlEUmg==,2022-03-01 00:00:00.000 +0200,89.22,,2022-05-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,89.22,1,89.22,1,2022-04-01,,,,,,,
Bcs3CbYx2EpbL9otxlEUmg==,2022-05-01 00:00:00.000 +0300,30.72,2022-03-01 00:00:00.000 +0200,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,89.22,,,,,,,,,,,,
Bcs3CbYx2EpbL9otxlEUmg==,2022-06-01 00:00:00.000 +0300,31.38,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,30.72,,,,,,0.66,,,,,,
Bcs3CbYx2EpbL9otxlEUmg==,2022-07-01 00:00:00.000 +0300,106.59,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,31.38,,,,,,75.21,,,,,,
Bcs3CbYx2EpbL9otxlEUmg==,2022-08-01 00:00:00.000 +0300,73.38,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,106.59,,,,,,,-33.21,,,,,
Bcs3CbYx2EpbL9otxlEUmg==,2022-09-01 00:00:00.000 +0300,76.02,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,73.38,,,,,,2.64,,,,,,
Bcs3CbYx2EpbL9otxlEUmg==,2022-10-01 00:00:00.000 +0300,96.84,2022-09-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,76.02,,,96.84,1,2022-11-01,20.82,,,,,,
BDvlXttM/hbupcLic+5ZWg==,2022-05-01 00:00:00.000 +0300,12.93,,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,12.93,1,,,,,,,,,,
BDvlXttM/hbupcLic+5ZWg==,2022-06-01 00:00:00.000 +0300,46.53,2022-05-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-07-01,2022-05-01,12.93,,,46.53,1,2022-07-01,33.60,,,,,,
BDvlXttM/hbupcLic+5ZWg==,2022-08-01 00:00:00.000 +0300,13.59,2022-06-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,46.53,,,,,,,,,,,,
BDvlXttM/hbupcLic+5ZWg==,2022-09-01 00:00:00.000 +0300,41.55,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,13.59,,,,,,27.96,,,,,,
BDvlXttM/hbupcLic+5ZWg==,2022-10-01 00:00:00.000 +0300,12.9,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,41.55,,,,,,,-28.65,,,,,
BDvlXttM/hbupcLic+5ZWg==,2022-11-01 00:00:00.000 +0200,58.98,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,12.9,,,,,,46.08,,,,,,
BDvlXttM/hbupcLic+5ZWg==,2022-12-01 00:00:00.000 +0200,13.5,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,58.98,,,13.5,1,2023-01-01,,-45.48,,,,,
BE42Fj9cBAbbch80IpA8Dw==,2022-09-01 00:00:00.000 +0300,15.57,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,15.57,1,,,,,,,,,,
BE42Fj9cBAbbch80IpA8Dw==,2022-10-01 00:00:00.000 +0300,47.22,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,15.57,,,,,,31.65,,,,,,
BE42Fj9cBAbbch80IpA8Dw==,2022-11-01 00:00:00.000 +0200,53.52,2022-10-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,47.22,,,53.52,1,2022-12-01,6.30,,,,,,
bF11PeUgiQ6ebhHTaDNDJA==,2022-10-01 00:00:00.000 +0300,18.78,,,2022-11-01,2022-09-01,,18.78,1,18.78,1,2022-11-01,,,,,,,
BH4aptg763J0WNnw0OS9hw==,2022-07-01 00:00:00.000 +0300,15.21,,,2022-08-01,2022-06-01,,15.21,1,15.21,1,2022-08-01,,,,,,,
BJlqmsfEshc/QjsD7VgEjg==,2022-04-01 00:00:00.000 +0300,30.66,,2022-06-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,30.66,1,30.66,1,2022-05-01,,,,,,,
BJlqmsfEshc/QjsD7VgEjg==,2022-06-01 00:00:00.000 +0300,113.76,2022-04-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-07-01,2022-05-01,30.66,,,113.76,1,2022-07-01,,,,,,,
BJlqmsfEshc/QjsD7VgEjg==,2022-09-01 00:00:00.000 +0300,21.51,2022-06-01 00:00:00.000 +0300,,2022-10-01,2022-08-01,113.76,,,21.51,1,2022-10-01,,,,,,,
BLnx9pj0y+SVkckLR/01qw==,2022-09-01 00:00:00.000 +0300,41.55,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,41.55,1,,,,,,,,,,
BLnx9pj0y+SVkckLR/01qw==,2022-10-01 00:00:00.000 +0300,85.20,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,41.55,,,,,,43.65,,,,,,
BLnx9pj0y+SVkckLR/01qw==,2022-11-01 00:00:00.000 +0200,43.92,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,85.20,,,,,,,-41.28,,,,,
BLnx9pj0y+SVkckLR/01qw==,2022-12-01 00:00:00.000 +0200,14.37,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,43.92,,,14.37,1,2023-01-01,,-29.55,,,,,
BOcGlFXXESDUbttxDzQIQw==,2022-08-01 00:00:00.000 +0300,88.29,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,88.29,1,,,,,,,,,,
BOcGlFXXESDUbttxDzQIQw==,2022-09-01 00:00:00.000 +0300,99.45,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,88.29,,,,,,11.16,,,,,,
BOcGlFXXESDUbttxDzQIQw==,2022-10-01 00:00:00.000 +0300,58.14,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,99.45,,,,,,,-41.31,,,,,
BOcGlFXXESDUbttxDzQIQw==,2022-11-01 00:00:00.000 +0200,27.42,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,58.14,,,,,,,-30.72,,,,,
BOcGlFXXESDUbttxDzQIQw==,2022-12-01 00:00:00.000 +0200,16.89,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,27.42,,,16.89,1,2023-01-01,,-10.53,,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-05-01 00:00:00.000 +0300,65.73,,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,65.73,1,,,,,,,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-06-01 00:00:00.000 +0300,46.20,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,65.73,,,,,,,-19.53,,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-07-01 00:00:00.000 +0300,12.9,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,46.20,,,,,,,-33.30,,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-08-01 00:00:00.000 +0300,35.79,2022-07-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-09-01,2022-07-01,12.9,,,35.79,1,2022-09-01,22.89,,,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-10-01 00:00:00.000 +0300,27.00,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,35.79,,,,,,,,,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-11-01 00:00:00.000 +0200,49.92,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,27.00,,,,,,22.92,,,,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,2022-12-01 00:00:00.000 +0200,27.42,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,49.92,,,27.42,1,2023-01-01,,-22.50,,,,,
bZDMuXKM3RFajmZa/yIpsw==,2022-09-01 00:00:00.000 +0300,14.55,,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,,14.55,1,,,,,,,,,,
bZDMuXKM3RFajmZa/yIpsw==,2022-10-01 00:00:00.000 +0300,91.83,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-11-01,2022-09-01,14.55,,,91.83,1,2022-11-01,77.28,,,,,,
bZDMuXKM3RFajmZa/yIpsw==,2022-12-01 00:00:00.000 +0200,80.58,2022-10-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,91.83,,,80.58,1,2023-01-01,,,,,,,
c5qsNfxhW80Ws3aBXDa1nA==,2022-08-01 00:00:00.000 +0300,15.78,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,15.78,1,,,,,,,,,,
c5qsNfxhW80Ws3aBXDa1nA==,2022-09-01 00:00:00.000 +0300,71.82,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,15.78,,,,,,56.04,,,,,,
c5qsNfxhW80Ws3aBXDa1nA==,2022-10-01 00:00:00.000 +0300,83.16,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,71.82,,,,,,11.34,,,,,,
c5qsNfxhW80Ws3aBXDa1nA==,2022-11-01 00:00:00.000 +0200,26.16,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,83.16,,,,,,,-57.00,,,,,
c5qsNfxhW80Ws3aBXDa1nA==,2022-12-01 00:00:00.000 +0200,14.28,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,26.16,,,14.28,1,2023-01-01,,-11.88,,,,,
C6w5XTf8lIfc+VFmC7/bVw==,2022-07-01 00:00:00.000 +0300,14.25,,2022-11-01 00:00:00.000 +0200,2022-08-01,2022-06-01,,14.25,1,14.25,1,2022-08-01,,,,,,,
C6w5XTf8lIfc+VFmC7/bVw==,2022-11-01 00:00:00.000 +0200,29.22,2022-07-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,14.25,,,,,,,,,,,,
C6w5XTf8lIfc+VFmC7/bVw==,2022-12-01 00:00:00.000 +0200,25.83,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,29.22,,,25.83,1,2023-01-01,,-3.39,,,,,
Cabfx2Uhcg6oOXYHLUa+rg==,2022-10-01 00:00:00.000 +0300,18.84,,,2022-11-01,2022-09-01,,18.84,1,18.84,1,2022-11-01,,,,,,,
CCwTMcGtpirFFuqzSeTyaQ==,2022-03-01 00:00:00.000 +0200,15.84,,2022-04-01 00:00:00.000 +0300,2022-04-01,2022-02-01,,15.84,1,,,,,,,,,,
CCwTMcGtpirFFuqzSeTyaQ==,2022-04-01 00:00:00.000 +0300,20.76,2022-03-01 00:00:00.000 +0200,,2022-05-01,2022-03-01,15.84,,,20.76,1,2022-05-01,4.92,,,,,,
cDaRA0l0GtU4VtTO/DSe1g==,2022-11-01 00:00:00.000 +0200,33.33,,,2022-12-01,2022-10-01,,33.33,1,33.33,1,2022-12-01,,,,,,,
cf1ykPUohKTUjtI6cAMhVw==,2022-10-01 00:00:00.000 +0300,12.24,,,2022-11-01,2022-09-01,,12.24,1,12.24,1,2022-11-01,,,,,,,
cf5XFmP0Lfqw6irFBYfWwQ==,2022-11-01 00:00:00.000 +0200,32.25,,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,,32.25,1,,,,,,,,,,
cf5XFmP0Lfqw6irFBYfWwQ==,2022-12-01 00:00:00.000 +0200,21.03,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,32.25,,,21.03,1,2023-01-01,,-11.22,,,,,
CfgvA7ntuRJL/qdscwgMVw==,2022-09-01 00:00:00.000 +0300,43.83,,2022-11-01 00:00:00.000 +0200,2022-10-01,2022-08-01,,43.83,1,43.83,1,2022-10-01,,,,,,,
CfgvA7ntuRJL/qdscwgMVw==,2022-11-01 00:00:00.000 +0200,56.40,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,43.83,,,,,,,,,,,,
CfgvA7ntuRJL/qdscwgMVw==,2022-12-01 00:00:00.000 +0200,60.15,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,56.40,,,60.15,1,2023-01-01,3.75,,,,,,
cjAwQwy//1xm2O5pNRveqw==,2022-10-01 00:00:00.000 +0300,74.28,,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,74.28,1,,,,,,,,,,
cjAwQwy//1xm2O5pNRveqw==,2022-11-01 00:00:00.000 +0200,84.24,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,74.28,,,,,,9.96,,,,,,
cjAwQwy//1xm2O5pNRveqw==,2022-12-01 00:00:00.000 +0200,12.63,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,84.24,,,12.63,1,2023-01-01,,-71.61,,,,,
cOCixiBbcAHemYgbNdoTcw==,2022-07-01 00:00:00.000 +0300,68.04,,2022-09-01 00:00:00.000 +0300,2022-08-01,2022-06-01,,68.04,1,68.04,1,2022-08-01,,,,,,,
cOCixiBbcAHemYgbNdoTcw==,2022-09-01 00:00:00.000 +0300,42.81,2022-07-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,68.04,,,,,,,,,,,,
cOCixiBbcAHemYgbNdoTcw==,2022-10-01 00:00:00.000 +0300,66.09,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,42.81,,,,,,23.28,,,,,,
cOCixiBbcAHemYgbNdoTcw==,2022-11-01 00:00:00.000 +0200,82.68,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,66.09,,,,,,16.59,,,,,,
cOCixiBbcAHemYgbNdoTcw==,2022-12-01 00:00:00.000 +0200,15.39,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,82.68,,,15.39,1,2023-01-01,,-67.29,,,,,
cp2QvW7HEEyNYKZRQ+RvyA==,2022-12-01 00:00:00.000 +0200,38.10,,,2023-01-01,2022-11-01,,38.10,1,38.10,1,2023-01-01,,,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-05-01 00:00:00.000 +0300,93.99,,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,,93.99,1,,,,,,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-06-01 00:00:00.000 +0300,29.97,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,93.99,,,,,,,-64.02,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-07-01 00:00:00.000 +0300,107.25,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,29.97,,,,,,77.28,,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-08-01 00:00:00.000 +0300,40.47,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,107.25,,,,,,,-66.78,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-09-01 00:00:00.000 +0300,51.57,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,40.47,,,,,,11.10,,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-10-01 00:00:00.000 +0300,21.24,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,51.57,,,,,,,-30.33,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-11-01 00:00:00.000 +0200,48.87,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,21.24,,,,,,27.63,,,,,,
crKNTIblJ0113SKEtSJQHw==,2022-12-01 00:00:00.000 +0200,30.00,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,48.87,,,30.00,1,2023-01-01,,-18.87,,,,,
cv6g2/jSkR+FwO58WY85DQ==,2022-08-01 00:00:00.000 +0300,55.47,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,55.47,1,,,,,,,,,,
cv6g2/jSkR+FwO58WY85DQ==,2022-09-01 00:00:00.000 +0300,30.72,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-10-01,2022-08-01,55.47,,,30.72,1,2022-10-01,,-24.75,,,,,
cv6g2/jSkR+FwO58WY85DQ==,2022-11-01 00:00:00.000 +0200,23.28,2022-09-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,30.72,,,,,,,,,,,,
cv6g2/jSkR+FwO58WY85DQ==,2022-12-01 00:00:00.000 +0200,24.3,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,23.28,,,24.3,1,2023-01-01,1.02,,,,,,
D0sawvsyqnyUMXNy+aXo7Q==,2022-10-01 00:00:00.000 +0300,72.69,,2022-12-01 00:00:00.000 +0200,2022-11-01,2022-09-01,,72.69,1,72.69,1,2022-11-01,,,,,,,
D0sawvsyqnyUMXNy+aXo7Q==,2022-12-01 00:00:00.000 +0200,48.18,2022-10-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,72.69,,,48.18,1,2023-01-01,,,,,,,
d7kiN4CYGndV2/L4yQeZ4g==,2022-08-01 00:00:00.000 +0300,42.60,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,42.60,1,,,,,,,,,,
d7kiN4CYGndV2/L4yQeZ4g==,2022-09-01 00:00:00.000 +0300,26.64,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,42.60,,,,,,,-15.96,,,,,
d7kiN4CYGndV2/L4yQeZ4g==,2022-10-01 00:00:00.000 +0300,60.12,2022-09-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-11-01,2022-09-01,26.64,,,,,,33.48,,,,,,
d7kiN4CYGndV2/L4yQeZ4g==,2022-11-01 00:00:00.000 +0200,57.24,2022-10-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-12-01,2022-10-01,60.12,,,,,,,-2.88,,,,,
d7kiN4CYGndV2/L4yQeZ4g==,2022-12-01 00:00:00.000 +0200,102.57,2022-11-01 00:00:00.000 +0200,,2023-01-01,2022-11-01,57.24,,,102.57,1,2023-01-01,45.33,,,,,,
D9Bdgp+w/syZMU61LudzFQ==,2022-08-01 00:00:00.000 +0300,16.41,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,16.41,1,,,,,,,,,,
D9Bdgp+w/syZMU61LudzFQ==,2022-09-01 00:00:00.000 +0300,21.06,2022-08-01 00:00:00.000 +0300,,2022-10-01,2022-08-01,16.41,,,21.06,1,2022-10-01,4.65,,,,,,
dAiAPbpgrBYKg4Rn7nbu4g==,2022-11-01 00:00:00.000 +0200,20.85,,,2022-12-01,2022-10-01,,20.85,1,20.85,1,2022-12-01,,,,,,,
DAMO0tILVRlXZhYONdvs0Q==,2022-06-01 00:00:00.000 +0300,53.55,,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,,53.55,1,,,,,,,,,,
DAMO0tILVRlXZhYONdvs0Q==,2022-07-01 00:00:00.000 +0300,53.31,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,53.55,,,,,,,-0.24,,,,,
DAMO0tILVRlXZhYONdvs0Q==,2022-08-01 00:00:00.000 +0300,48.21,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,53.31,,,,,,,-5.10,,,,,
DAMO0tILVRlXZhYONdvs0Q==,2022-09-01 00:00:00.000 +0300,54.15,2022-08-01 00:00:00.000 +0300,2022-10-01 00:00:00.000 +0300,2022-10-01,2022-08-01,48.21,,,,,,5.94,,,,,,
DAMO0tILVRlXZhYONdvs0Q==,2022-10-01 00:00:00.000 +0300,70.62,2022-09-01 00:00:00.000 +0300,,2022-11-01,2022-09-01,54.15,,,70.62,1,2022-11-01,16.47,,,,,,
Dbff3x5cRk6/tUY3WQdzFQ==,2022-04-01 00:00:00.000 +0300,60.57,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,60.57,1,,,,,,,,,,
Dbff3x5cRk6/tUY3WQdzFQ==,2022-05-01 00:00:00.000 +0300,31.2,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,60.57,,,,,,,-29.37,,,,,
Dbff3x5cRk6/tUY3WQdzFQ==,2022-06-01 00:00:00.000 +0300,32.37,2022-05-01 00:00:00.000 +0300,2022-07-01 00:00:00.000 +0300,2022-07-01,2022-05-01,31.2,,,,,,1.17,,,,,,
Dbff3x5cRk6/tUY3WQdzFQ==,2022-07-01 00:00:00.000 +0300,100.83,2022-06-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-08-01,2022-06-01,32.37,,,,,,68.46,,,,,,
Dbff3x5cRk6/tUY3WQdzFQ==,2022-08-01 00:00:00.000 +0300,46.71,2022-07-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,100.83,,,,,,,-54.12,,,,,
Dbff3x5cRk6/tUY3WQdzFQ==,2022-09-01 00:00:00.000 +0300,64.08,2022-08-01 00:00:00.000 +0300,,2022-10-01,2022-08-01,46.71,,,64.08,1,2022-10-01,17.37,,,,,,
DcYWdg5xq9/5Yd7SaaVhZw==,2022-08-01 00:00:00.000 +0300,29.49,,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,,29.49,1,,,,,,,,,,
DcYWdg5xq9/5Yd7SaaVhZw==,2022-09-01 00:00:00.000 +0300,13.14,2022-08-01 00:00:00.000 +0300,2022-11-01 00:00:00.000 +0200,2022-10-01,2022-08-01,29.49,,,13.14,1,2022-10-01,,-16.35,,,,,
DcYWdg5xq9/5Yd7SaaVhZw==,2022-11-01 00:00:00.000 +0200,19.83,2022-09-01 00:00:00.000 +0300,,2022-12-01,2022-10-01,13.14,,,19.83,1,2022-12-01,,,,,,,
DorDcyqBWMg5IEaflqn5Xw==,2022-04-01 00:00:00.000 +0300,50.16,,2022-05-01 00:00:00.000 +0300,2022-05-01,2022-03-01,,50.16,1,,,,,,,,,,
DorDcyqBWMg5IEaflqn5Xw==,2022-05-01 00:00:00.000 +0300,37.62,2022-04-01 00:00:00.000 +0300,2022-06-01 00:00:00.000 +0300,2022-06-01,2022-04-01,50.16,,,,,,,-12.54,,,,,
DorDcyqBWMg5IEaflqn5Xw==,2022-06-01 00:00:00.000 +0300,13.89,2022-05-01 00:00:00.000 +0300,2022-08-01 00:00:00.000 +0300,2022-07-01,2022-05-01,37.62,,,13.89,1,2022-07-01,,-23.73,,,,,
DorDcyqBWMg5IEaflqn5Xw==,2022-08-01 00:00:00.000 +0300,58.92,2022-06-01 00:00:00.000 +0300,2022-09-01 00:00:00.000 +0300,2022-09-01,2022-07-01,13.89,,,,,,,,,,,,
DorDcyqBWMg5IEaflqn5Xw==,2022-09-01 00:00:00.000 +0300,85.05,2022-08-01 00:00:00.000 +0300,2022-12-01 00:00:00.000 +0200,2022-10-01,2022-08-01,58.92,,,85.05,1,2022-10-01,26.13,,,,,,
DorDcyqBWMg5IEaflqn5Xw==,2022-12-01 00:00:00.000 +0200,12.12,2022-09-01 00:00:00.000 +0300,,2023-01-01,2022-11-01,85.05,,,12.12,1,2023-01-01,,,,,,,
dp8g3Zsy2hCfov8GumRuWg==,2022-06-01 00:00:00.000 +0300,13.89,,,2022-07-01,2022-05-01,,13.89,1,13.89,1,2022-07-01,,,,,,,
